CourseProvider,CourseTitle,Description,SkillsGained,Department,Level,Track
Huawei,AI Talent Program - Cohort 10 (Part 1),Machine & Deep Learning,"Machine Learning, Deep Learning, Aws",AI,Beginner,ML
AWS,AWS Developer Path - Cohort 11 (Part 2),Full stack AWS application development,"Python, Web, Cloud, Aws",CS,Intermediate,DevOps
AWS,AWS ML Specialty - Cohort 12 (Part 2),AWS AI/ML Engineer certification track,"Ml, Nlp, Aws Sagemaker",AI,Advanced,ML
AWS,AWS Data Analytics - Cohort 13 (Part 3),Data analysis at scale on AWS,"Data Analysis, Bi",IS,Beginner,Data
AWS,AWS Cloud Architecture Path - Cohort 14 (Part 2),Design and operate secure cloud infrastructure,"Architecture, Cloud Security, Docker, Kubernetes",Network,Intermediate,Cloud
Huawei,HCIA-Cloud Computing - Cohort 15 (Part 2),"Fundamentals of Huawei cloud platforms, virtualization, and resource management.","Cloud Computing, Virtualization, Elastic Compute, Object Storage, Python",Network,Advanced,Cloud
Huawei,HCIP-Cloud Computing - Cohort 1 (Part 3),"Advanced Huawei cloud architecture, scaling, and hybrid cloud solutions.","Cloud Architecture, Load Balancing, High Availability, Disaster Recovery, Aws, React",Network,Beginner,Cloud
Huawei,HCIA-Datacom - Cohort 2 (Part 2),Routing and switching basics for enterprise networks.,"Routing, Switching, Vlan, Ospf",Network,Intermediate,Networking
Huawei,HCIP-Datacom - Cohort 3 (Part 1),Professional-level configuration and troubleshooting of data communication networks.,"Bgp, Mpls, Qos, Network Troubleshooting, Machine Learning, React",Network,Advanced,Networking
Huawei,HCIA-AI - Cohort 4 (Part 1),Introduction to artificial intelligence concepts and Huawei AI solutions.,"Machine Learning, Deep Learning, Python, Data Preprocessing",AI,Beginner,ML
Huawei,HCIP-AI-Developer - Cohort 5 (Part 2),Developing and deploying AI applications on Huawei platforms.,"Model Training, Model Deployment, Tensorflow, Mindspore, Kubernetes",AI,Intermediate,ML
Huawei,Huawei Big Data Developer - Cohort 6 (Part 3),"Big data ecosystem, ETL, and analytics on Huawei FusionInsight.","Hadoop, Spark, Etl, Data Warehousing, Kubernetes",IS,Advanced,Data
Huawei,Huawei Data Warehouse and BI - Cohort 7 (Part 1),Designing and implementing data warehouse and BI solutions.,"Data Modeling, Star Schema, Bi Dashboards, Sql, Aws",IS,Beginner,Data
Huawei,Huawei Cloud DevOps - Cohort 8 (Part 3),CI/CD pipelines and DevOps practices on Huawei Cloud.,"Ci/Cd, Docker, Kubernetes, Gitlab Ci, React",CS,Intermediate,DevOps
Huawei,Huawei Full-Stack Developer - Cohort 9 (Part 3),End-to-end web and API development using Huawei cloud services.,"Rest Apis, Javascript, Spring Boot, Microservices, Docker",CS,Advanced,Software
AWS,AWS Academy Cloud Foundations - Cohort 10 (Part 2),Entry-level concepts of AWS global infrastructure and core services.,"Aws Ec2, S3, Iam, Vpc Basics, Python",Network,Beginner,Cloud
AWS,AWS Academy Cloud Architecting - Cohort 11 (Part 3),"Designing scalable, fault-tolerant architectures on AWS.","Solution Architecture, Auto Scaling, Rds, Cloud Security",Network,Intermediate,Cloud
AWS,AWS Academy Data Engineering - Cohort 12 (Part 2),Building data lakes and analytics pipelines on AWS.,"Redshift, Glue, Athena, Data Pipelines, Kubernetes, Machine Learning",IS,Advanced,Data
AWS,AWS Academy Machine Learning Foundations - Cohort 13 (Part 1),Core machine learning concepts and workflows using AWS services.,"Ml Basics, Sagemaker, Feature Engineering, Evaluation Metrics, Python",AI,Beginner,ML
AWS,AWS Academy Machine Learning for Developers - Cohort 14 (Part 2),End-to-end ML model development and deployment with AWS.,"Model Training, Hyperparameter Tuning, Deployment, Mlops, Aws",AI,Intermediate,ML
AWS,AWS Academy Cloud Security - Cohort 15 (Part 1),Security best practices and identity management on AWS.,"Iam, Kms, Security Groups, Compliance, Machine Learning, React",Network,Advanced,Security
AWS,AWS Developer Building Serverless Applications - Cohort 1 (Part 3),Designing and building serverless backends using AWS Lambda.,"Lambda, Api Gateway, Dynamodb, Event-Driven Design",CS,Beginner,DevOps
AWS,AWS Developer Tools and CI/CD - Cohort 2 (Part 1),"Automating builds, tests, and deployments using AWS developer tools.","Codebuild, Codedeploy, Codepipeline, Ci/Cd, Docker",CS,Intermediate,DevOps
Huawei,HCIA-Cloud Computing - Cohort 3 (Part 3),Intro to Huawei Cloud Computing,"Cloud, Virtualization",Network,Advanced,Cloud
Huawei,HCIP-Datacom - Cohort 4 (Part 1),Professional routing & switching,"Routing, Switching, Aws",Network,Beginner,Networking
Huawei,Big Data Developer - Cohort 5 (Part 3),Big Data development with Huawei,"Big Data, Etl, React, Python",IS,Intermediate,Data
Huawei,AI Talent Program - Cohort 6 (Part 3),Machine & Deep Learning,"Machine Learning, Deep Learning, Aws",AI,Advanced,ML
AWS,AWS Developer Path - Cohort 7 (Part 3),Full stack AWS application development,"Python, Web, Cloud, Machine Learning",CS,Beginner,DevOps
AWS,AWS ML Specialty - Cohort 8 (Part 3),AWS AI/ML Engineer certification track,"Ml, Nlp, Aws Sagemaker, Docker, React",AI,Intermediate,ML
AWS,AWS Data Analytics - Cohort 9 (Part 1),Data analysis at scale on AWS,"Data Analysis, Bi, Aws",IS,Advanced,Data
AWS,AWS Cloud Architecture Path - Cohort 10 (Part 2),Design and operate secure cloud infrastructure,"Architecture, Cloud Security, Machine Learning",Network,Beginner,Cloud
Huawei,HCIA-Cloud Computing - Cohort 11 (Part 2),"Fundamentals of Huawei cloud platforms, virtualization, and resource management.","Cloud Computing, Virtualization, Elastic Compute, Object Storage",Network,Intermediate,Cloud
Huawei,HCIP-Cloud Computing - Cohort 12 (Part 2),"Advanced Huawei cloud architecture, scaling, and hybrid cloud solutions.","Cloud Architecture, Load Balancing, High Availability, Disaster Recovery",Network,Advanced,Cloud
Huawei,HCIA-Datacom - Cohort 13 (Part 1),Routing and switching basics for enterprise networks.,"Routing, Switching, Vlan, Ospf, Python, React",Network,Beginner,Networking
Huawei,HCIP-Datacom - Cohort 14 (Part 1),Professional-level configuration and troubleshooting of data communication networks.,"Bgp, Mpls, Qos, Network Troubleshooting, Python, Docker",Network,Intermediate,Networking
Huawei,HCIA-AI - Cohort 15 (Part 1),Introduction to artificial intelligence concepts and Huawei AI solutions.,"Machine Learning, Deep Learning, Python, Data Preprocessing, Kubernetes",AI,Advanced,ML
Huawei,HCIP-AI-Developer - Cohort 1 (Part 1),Developing and deploying AI applications on Huawei platforms.,"Model Training, Model Deployment, Tensorflow, Mindspore",AI,Beginner,ML
Huawei,Huawei Big Data Developer - Cohort 2 (Part 3),"Big data ecosystem, ETL, and analytics on Huawei FusionInsight.","Hadoop, Spark, Etl, Data Warehousing",IS,Intermediate,Data
Huawei,Huawei Data Warehouse and BI - Cohort 3 (Part 2),Designing and implementing data warehouse and BI solutions.,"Data Modeling, Star Schema, Bi Dashboards, Sql",IS,Advanced,Data
Huawei,Huawei Cloud DevOps - Cohort 4 (Part 2),CI/CD pipelines and DevOps practices on Huawei Cloud.,"Ci/Cd, Docker, Kubernetes, Gitlab Ci, Aws",CS,Beginner,DevOps
Huawei,Huawei Full-Stack Developer - Cohort 5 (Part 1),End-to-end web and API development using Huawei cloud services.,"Rest Apis, Javascript, Spring Boot, Microservices, Python",CS,Intermediate,Software
AWS,AWS Academy Cloud Foundations - Cohort 6 (Part 3),Entry-level concepts of AWS global infrastructure and core services.,"Aws Ec2, S3, Iam, Vpc Basics",Network,Advanced,Cloud
AWS,AWS Academy Cloud Architecting - Cohort 7 (Part 1),"Designing scalable, fault-tolerant architectures on AWS.","Solution Architecture, Auto Scaling, Rds, Cloud Security",Network,Beginner,Cloud
AWS,AWS Academy Data Engineering - Cohort 8 (Part 3),Building data lakes and analytics pipelines on AWS.,"Redshift, Glue, Athena, Data Pipelines",IS,Intermediate,Data
AWS,AWS Academy Machine Learning Foundations - Cohort 9 (Part 3),Core machine learning concepts and workflows using AWS services.,"Ml Basics, Sagemaker, Feature Engineering, Evaluation Metrics, Docker, Machine Learning",AI,Advanced,ML
AWS,AWS Academy Machine Learning for Developers - Cohort 10 (Part 2),End-to-end ML model development and deployment with AWS.,"Model Training, Hyperparameter Tuning, Deployment, Mlops",AI,Beginner,ML
AWS,AWS Academy Cloud Security - Cohort 11 (Part 1),Security best practices and identity management on AWS.,"Iam, Kms, Security Groups, Compliance, Docker",Network,Intermediate,Security
AWS,AWS Developer Building Serverless Applications - Cohort 12 (Part 1),Designing and building serverless backends using AWS Lambda.,"Lambda, Api Gateway, Dynamodb, Event-Driven Design",CS,Advanced,DevOps
AWS,AWS Developer Tools and CI/CD - Cohort 13 (Part 1),"Automating builds, tests, and deployments using AWS developer tools.","Codebuild, Codedeploy, Codepipeline, Ci/Cd, Kubernetes, Machine Learning",CS,Beginner,DevOps
Huawei,HCIA-Cloud Computing - Cohort 14 (Part 3),Intro to Huawei Cloud Computing,"Cloud, Virtualization, Kubernetes, Docker",Network,Intermediate,Cloud
Huawei,HCIP-Datacom - Cohort 15 (Part 1),Professional routing & switching,"Routing, Switching, Aws",Network,Advanced,Networking
Huawei,Big Data Developer - Cohort 1 (Part 2),Big Data development with Huawei,"Big Data, Etl, Aws",IS,Beginner,Data
Huawei,AI Talent Program - Cohort 2 (Part 3),Machine & Deep Learning,"Machine Learning, Deep Learning, Python",AI,Intermediate,ML
AWS,AWS Developer Path - Cohort 3 (Part 3),Full stack AWS application development,"Python, Web, Cloud, Kubernetes",CS,Advanced,DevOps
AWS,AWS ML Specialty - Cohort 4 (Part 3),AWS AI/ML Engineer certification track,"Ml, Nlp, Aws Sagemaker, Python",AI,Beginner,ML
AWS,AWS Data Analytics - Cohort 5 (Part 3),Data analysis at scale on AWS,"Data Analysis, Bi",IS,Intermediate,Data
AWS,AWS Cloud Architecture Path - Cohort 6 (Part 1),Design and operate secure cloud infrastructure,"Architecture, Cloud Security, React",Network,Advanced,Cloud
Huawei,HCIA-Cloud Computing - Cohort 7 (Part 2),"Fundamentals of Huawei cloud platforms, virtualization, and resource management.","Cloud Computing, Virtualization, Elastic Compute, Object Storage",Network,Beginner,Cloud
Huawei,HCIP-Cloud Computing - Cohort 8 (Part 3),"Advanced Huawei cloud architecture, scaling, and hybrid cloud solutions.","Cloud Architecture, Load Balancing, High Availability, Disaster Recovery, Kubernetes, React",Network,Intermediate,Cloud
Huawei,HCIA-Datacom - Cohort 9 (Part 2),Routing and switching basics for enterprise networks.,"Routing, Switching, Vlan, Ospf",Network,Advanced,Networking
Huawei,HCIP-Datacom - Cohort 10 (Part 3),Professional-level configuration and troubleshooting of data communication networks.,"Bgp, Mpls, Qos, Network Troubleshooting, Docker",Network,Beginner,Networking
Huawei,HCIA-AI - Cohort 11 (Part 3),Introduction to artificial intelligence concepts and Huawei AI solutions.,"Machine Learning, Deep Learning, Python, Data Preprocessing, Aws",AI,Intermediate,ML
Huawei,HCIP-AI-Developer - Cohort 12 (Part 1),Developing and deploying AI applications on Huawei platforms.,"Model Training, Model Deployment, Tensorflow, Mindspore",AI,Advanced,ML
Huawei,Huawei Big Data Developer - Cohort 13 (Part 2),"Big data ecosystem, ETL, and analytics on Huawei FusionInsight.","Hadoop, Spark, Etl, Data Warehousing",IS,Beginner,Data
Huawei,Huawei Data Warehouse and BI - Cohort 14 (Part 2),Designing and implementing data warehouse and BI solutions.,"Data Modeling, Star Schema, Bi Dashboards, Sql, Aws",IS,Intermediate,Data
Huawei,Huawei Cloud DevOps - Cohort 15 (Part 1),CI/CD pipelines and DevOps practices on Huawei Cloud.,"Ci/Cd, Docker, Kubernetes, Gitlab Ci, Python",CS,Advanced,DevOps
Huawei,Huawei Full-Stack Developer - Cohort 1 (Part 2),End-to-end web and API development using Huawei cloud services.,"Rest Apis, Javascript, Spring Boot, Microservices, Kubernetes",CS,Beginner,Software
AWS,AWS Academy Cloud Foundations - Cohort 2 (Part 1),Entry-level concepts of AWS global infrastructure and core services.,"Aws Ec2, S3, Iam, Vpc Basics",Network,Intermediate,Cloud
AWS,AWS Academy Cloud Architecting - Cohort 3 (Part 2),"Designing scalable, fault-tolerant architectures on AWS.","Solution Architecture, Auto Scaling, Rds, Cloud Security",Network,Advanced,Cloud
AWS,AWS Academy Data Engineering - Cohort 4 (Part 1),Building data lakes and analytics pipelines on AWS.,"Redshift, Glue, Athena, Data Pipelines, React, Python",IS,Beginner,Data
AWS,AWS Academy Machine Learning Foundations - Cohort 5 (Part 1),Core machine learning concepts and workflows using AWS services.,"Ml Basics, Sagemaker, Feature Engineering, Evaluation Metrics",AI,Intermediate,ML
AWS,AWS Academy Machine Learning for Developers - Cohort 6 (Part 2),End-to-end ML model development and deployment with AWS.,"Model Training, Hyperparameter Tuning, Deployment, Mlops, React",AI,Advanced,ML
AWS,AWS Academy Cloud Security - Cohort 7 (Part 2),Security best practices and identity management on AWS.,"Iam, Kms, Security Groups, Compliance",Network,Beginner,Security
AWS,AWS Developer Building Serverless Applications - Cohort 8 (Part 3),Designing and building serverless backends using AWS Lambda.,"Lambda, Api Gateway, Dynamodb, Event-Driven Design, Aws",CS,Intermediate,DevOps
AWS,AWS Developer Tools and CI/CD - Cohort 9 (Part 1),"Automating builds, tests, and deployments using AWS developer tools.","Codebuild, Codedeploy, Codepipeline, Ci/Cd, Python",CS,Advanced,DevOps
Huawei,HCIA-Cloud Computing - Cohort 10 (Part 1),Intro to Huawei Cloud Computing,"Cloud, Virtualization, Machine Learning",Network,Beginner,Cloud
Huawei,HCIP-Datacom - Cohort 11 (Part 3),Professional routing & switching,"Routing, Switching, Aws, Python",Network,Intermediate,Networking
Huawei,Big Data Developer - Cohort 12 (Part 1),Big Data development with Huawei,"Big Data, Etl",IS,Advanced,Data
Huawei,AI Talent Program - Cohort 13 (Part 1),Machine & Deep Learning,"Machine Learning, Deep Learning, Docker, Aws",AI,Beginner,ML
AWS,AWS Developer Path - Cohort 14 (Part 2),Full stack AWS application development,"Python, Web, Cloud, Kubernetes",CS,Intermediate,DevOps
AWS,AWS ML Specialty - Cohort 15 (Part 1),AWS AI/ML Engineer certification track,"Ml, Nlp, Aws Sagemaker",AI,Advanced,ML
AWS,AWS Data Analytics - Cohort 1 (Part 3),Data analysis at scale on AWS,"Data Analysis, Bi, Aws",IS,Beginner,Data
AWS,AWS Cloud Architecture Path - Cohort 2 (Part 2),Design and operate secure cloud infrastructure,"Architecture, Cloud Security, React, Python",Network,Intermediate,Cloud
Huawei,HCIA-Cloud Computing - Cohort 3 (Part 1),"Fundamentals of Huawei cloud platforms, virtualization, and resource management.","Cloud Computing, Virtualization, Elastic Compute, Object Storage, Machine Learning",Network,Advanced,Cloud
Huawei,HCIP-Cloud Computing - Cohort 4 (Part 2),"Advanced Huawei cloud architecture, scaling, and hybrid cloud solutions.","Cloud Architecture, Load Balancing, High Availability, Disaster Recovery, Docker, Python",Network,Beginner,Cloud
Huawei,HCIA-Datacom - Cohort 5 (Part 1),Routing and switching basics for enterprise networks.,"Routing, Switching, Vlan, Ospf",Network,Intermediate,Networking
Huawei,HCIP-Datacom - Cohort 6 (Part 2),Professional-level configuration and troubleshooting of data communication networks.,"Bgp, Mpls, Qos, Network Troubleshooting",Network,Advanced,Networking
Huawei,HCIA-AI - Cohort 7 (Part 1),Introduction to artificial intelligence concepts and Huawei AI solutions.,"Machine Learning, Deep Learning, Python, Data Preprocessing, React",AI,Beginner,ML
Huawei,HCIP-AI-Developer - Cohort 8 (Part 1),Developing and deploying AI applications on Huawei platforms.,"Model Training, Model Deployment, Tensorflow, Mindspore",AI,Intermediate,ML
Huawei,Huawei Big Data Developer - Cohort 9 (Part 2),"Big data ecosystem, ETL, and analytics on Huawei FusionInsight.","Hadoop, Spark, Etl, Data Warehousing",IS,Advanced,Data
Huawei,Huawei Data Warehouse and BI - Cohort 10 (Part 3),Designing and implementing data warehouse and BI solutions.,"Data Modeling, Star Schema, Bi Dashboards, Sql, Python",IS,Beginner,Data
Huawei,Huawei Cloud DevOps - Cohort 11 (Part 1),CI/CD pipelines and DevOps practices on Huawei Cloud.,"Ci/Cd, Docker, Kubernetes, Gitlab Ci",CS,Intermediate,DevOps
Huawei,Huawei Full-Stack Developer - Cohort 12 (Part 3),End-to-end web and API development using Huawei cloud services.,"Rest Apis, Javascript, Spring Boot, Microservices, Aws",CS,Advanced,Software
AWS,AWS Academy Cloud Foundations - Cohort 13 (Part 1),Entry-level concepts of AWS global infrastructure and core services.,"Aws Ec2, S3, Iam, Vpc Basics",Network,Beginner,Cloud
AWS,AWS Academy Cloud Architecting - Cohort 14 (Part 1),"Designing scalable, fault-tolerant architectures on AWS.","Solution Architecture, Auto Scaling, Rds, Cloud Security",Network,Intermediate,Cloud
